player_id,simulated_install_prob,simulated_d7_retention,simulated_first_pay_prob,simulated_ltv30
P00172,0.6855696343118094,0.522733115271612,0.5499807793004774,449.2192096056982
P00668,0.6322361749646329,0.627950534880837,0.5370381323357896,439.77502599771
P00200,0.4801483515636471,0.6395814840446514,0.4240353345428146,432.8220405353816
P00746,0.7362426007404259,0.561077573327769,0.4007016132419367,444.7087386740547
P00436,0.6581309758386827,0.36114429534608655,0.5000619326681313,436.83629996128855
P00579,0.5995593572366703,0.4305854228465778,0.46865545335210607,433.9740389217966
P00376,0.48656149682071453,0.5630626946801225,0.45667989846069135,421.06971553970226
P00542,0.7150926170010252,0.5246957874843992,0.37055155001673695,441.49458531673787
P00333,0.6576257114085411,0.4948416101858688,0.3320312707510327,448.9066430701169
P00774,0.7575202058077765,0.518254249694306,0.32212634538665075,449.16782299686514
P00224,0.49585526874541913,0.3666652485876906,0.3832817597202034,444.34490196865033
P00783,0.6361384217382829,0.4906530138334499,0.36382439364122726,438.5430545415346
P00795,0.5193068770026211,0.38632597314724487,0.4987656833759743,411.4003210052416
P00030,0.5773350731098597,0.407067981840423,0.3838153361831619,435.6180850293245
P00460,0.5445608742031183,0.5924348832724196,0.3147109585246056,436.1060628947943
P00761,0.8056258613120493,0.46830753422756455,0.3639237865488957,433.1121938881756
P00639,0.5635194282833476,0.4477896114881797,0.4132954560719167,420.74201368606333
P00056,0.5650310724994154,0.43864726811332116,0.522300333743487,395.13532023496487
P00422,0.7220380256533927,0.37132974338240066,0.4423265763876773,418.047264684357
P00101,0.4836066220246161,0.558547065947615,0.5228518730007551,382.0022357872352
P00064,0.585169860777964,0.3823181175554722,0.4913310430221666,403.31300090317455
P00069,0.6426910843605621,0.5920143935059219,0.3980203535413681,405.6107609995785
P00421,0.7779636083968331,0.6678987179348026,0.4351908464636863,389.7765226083275
P00736,0.8188122395558786,0.5617754497177491,0.3880851057494526,406.8969547418068
P00027,0.5362096574682891,0.5324403168083001,0.2855980604304422,432.6138296725307
P00539,0.5359239739265431,0.35375729055311733,0.4654500947198517,403.8898285532658
P00634,0.8057470695957133,0.3758764598175366,0.34820200144580715,428.2176115357158
P00559,0.6507161902738546,0.6865441943661672,0.3444485754844172,401.9797246895168
P00700,0.7078281086449295,0.5525169672654162,0.362036098840142,404.79642078646606
P00292,0.5140449566129208,0.5860625858998636,0.2029250914184543,437.0552673462071
P00524,0.7930430845080081,0.5806790035908254,0.4863030144630116,370.4612697630059
P00085,0.7231888231369624,0.5890411311629999,0.5480439145302884,353.68802301747917
P00181,0.4766016921852447,0.6136011499775598,0.1920045375583601,431.8425740809421
P00690,0.8057110532713783,0.3743673290185916,0.2749080065851576,429.1892296960765
P00509,0.5021707686141458,0.600446254820338,0.4549751625922523,367.6813902012848
P00098,0.613146855993798,0.3965347337944863,0.5161457702249117,370.279018967325
P00618,0.4529474126162648,0.39662821944921284,0.4729281374288659,378.62074801082053
P00620,0.5259157956664123,0.4744483767357825,0.3493607006729046,398.33127985601084
P00478,0.6796842464054857,0.4499543076312336,0.22168264638882404,426.5967561274036
P00061,0.7240929661713652,0.6337090768111272,0.1813845497737212,419.8859114279716
P00034,0.5972870114695067,0.6007718695603845,0.4073868106427358,364.8083329234107
P00698,0.8034191274068976,0.5452438266829198,0.34217972116152856,381.9984699829465
P00373,0.5017775827556518,0.626980767909094,0.5033486112410808,337.0130099734767
P00482,0.4964205099509355,0.6068612559949076,0.2040713785973771,405.131248577435
P00745,0.7169623210657496,0.5045267948473182,0.36095374516327816,377.0069481759944
P00405,0.5627397563301128,0.38316741746900107,0.32239149003443907,394.9989550629652
P00263,0.5812019095913955,0.6055927457297288,0.4780777221300557,339.3009300828116
P00066,0.8032901090873388,0.545076897863991,0.32390047833781244,377.68448685595206
P00369,0.7735022627637045,0.4537248335954887,0.5271045745680119,337.53679854014564
P00399,0.7430918501484002,0.5466146555416855,0.3005940522968641,378.3700420785453
P00171,0.7099059105905394,0.6619204123818441,0.3711935109783825,351.4526351416733
P00488,0.4876122823652722,0.6181346243335015,0.40199022173887344,347.7878327877963
P00002,0.513169084510707,0.3829396774483044,0.3927178979962149,369.48852897326464
P00755,0.6702293583686476,0.4133206726991112,0.5123401090198587,338.88870518599055
P00475,0.5204041477147497,0.43727359677160677,0.5289776646411202,330.50793797669
P00125,0.6511780788069269,0.5398600780476499,0.5068572836155041,323.652956789944
P00395,0.642166444890988,0.6968612567687593,0.31822905941542634,354.1297358504683
P00176,0.7035095383004697,0.36786280362577334,0.260806097229301,394.04135424472366
P00765,0.7650224391737022,0.5736139611925266,0.2878812226200035,365.21736261718223
P00264,0.45389934430434437,0.5352321722205508,0.25900639031766803,370.4977455834078
P00403,0.797514823292093,0.5140258268894171,0.3596150949508419,346.2022397676454
P00696,0.5124404758620899,0.5000344228528075,0.2770455721088404,366.1247682921671
P00701,0.7778325990017514,0.41384889099469085,0.4480500226991306,330.64010212867566
P00099,0.5086117055059006,0.5893793621491255,0.533500193134195,295.74774344123114
P00552,0.5747222017586026,0.42007033111154457,0.2612816978252614,372.9396973582421
P00394,0.8002136134305755,0.6179792115688152,0.4083337886622909,318.817803390736
P00689,0.6746813446241847,0.6564397170761382,0.5286809394847125,287.5131725869763
P00216,0.7578729454925046,0.35380909855281123,0.32783816126759957,358.5058409253778
P00379,0.6042652267969132,0.5689525413905457,0.5411327660180021,288.32778278111414
P00139,0.5221379856373115,0.3552800486483716,0.2291392150148998,377.1052588185923
P00599,0.8028036156425502,0.6514555759126925,0.27685556356299673,338.1242479806803
P00727,0.7896913494416411,0.5576092652883156,0.5013664189555544,292.99293953110316
P00117,0.4752571335966674,0.6427468601667452,0.23275164190163097,344.7585375122775
P00012,0.5371998956429274,0.5025912547021734,0.3256897021402685,333.5789307853711
P00288,0.7303193842869229,0.36038252182039027,0.41857122573426964,322.4228002307227
P00532,0.7410977870125739,0.5861566857776845,0.33915812517994914,321.56570171864723
P00672,0.6119462174311957,0.5926199027011545,0.23260614492026555,343.9562210241894
P00527,0.6864176867414327,0.377529524795095,0.3661992370778637,330.2832333906746
P00794,0.7168299547374855,0.6583520340199764,0.22646699008313131,337.78890002666185
P00337,0.7815933123102706,0.436749647986333,0.5082766886066141,289.10004832807635
P00640,0.5276331850487719,0.6345022790426487,0.36535158013103874,305.35379118628737
P00162,0.5107233554959019,0.5108856887363581,0.3198466318484965,325.21914584049966
P00196,0.7705579986964872,0.4550652606880351,0.4983195605428707,287.08955365103566
P00206,0.6664547810825605,0.406895695959871,0.18765544474068208,363.07110023513303
P00113,0.622952070418245,0.5680012391762974,0.44529070753459166,289.35682506934035
P00019,0.5975970645009249,0.4479456250891707,0.2549697172795353,343.7038360290134
P00251,0.5219309188859361,0.557388633350056,0.3989709146361739,300.5989748057642
P00173,0.7541482286433505,0.6303533247891355,0.49866647342351716,270.5447241568037
P00479,0.6756711952818235,0.43185770815361746,0.4958776196145154,286.4493556682132
P00038,0.541955560434865,0.5756382526415689,0.42070078625242513,291.00036048916695
P00095,0.4727425961561828,0.5612354829856445,0.4995983245719701,271.89015189167844
P00670,0.7987532526736378,0.5725243919281503,0.5302123351742253,261.1415995440094
