player_id,simulated_install_prob,simulated_d7_retention,simulated_first_pay_prob,simulated_ltv30
P00526,0.6738688508709445,0.6618967372557926,0.543257063739448,449.96174457344165
P00172,0.6855696343118094,0.522733115271612,0.5499807793004774,449.2192096056982
P00668,0.6322361749646329,0.627950534880837,0.5370381323357896,439.77502599771
P00597,0.5986928074405182,0.5507660441939639,0.537494659086782,443.8819381180665
P00359,0.5810740350839836,0.6555677643260307,0.42347208819261295,448.1368321760099
P00149,0.6693282093419634,0.5654450914514213,0.4679350561659605,446.76178401889183
P00662,0.49678855681226497,0.5802514829091119,0.5429255214214108,423.99668441011323
P00491,0.6655883820686529,0.48762298621964856,0.49070504318584623,445.46957797934834
P00493,0.6095024791572426,0.4877626856630438,0.5286716464835338,436.32236282781605
P00249,0.7867269122364825,0.49272401189656206,0.5170808797450838,437.97230341986534
P00330,0.5757921271998353,0.6786063807388858,0.4352133337865028,432.2000294823063
P00361,0.6487182624801799,0.5103438041043036,0.45223576145292477,445.42666742484835
P00044,0.7467456488322354,0.692082864468726,0.37124168399144114,442.4436728952526
P00309,0.7202583878446258,0.6389564063079518,0.4641983128252331,424.6475160943649
P00200,0.4801483515636471,0.6395814840446514,0.4240353345428146,432.8220405353816
P00313,0.7136912389368258,0.6390209730668228,0.47788861930539506,420.96223570413207
P00746,0.7362426007404259,0.561077573327769,0.4007016132419367,444.7087386740547
P00388,0.6089452208275741,0.6389122926986885,0.5129321360198551,407.80009601569844
P00000,0.6355929881101725,0.46110228169101236,0.49314128937751694,429.72174836680904
P00436,0.6581309758386827,0.36114429534608655,0.5000619326681313,436.83629996128855
P00504,0.6331981354851275,0.5577414337607902,0.35607942284274996,445.01027171584803
P00579,0.5995593572366703,0.4305854228465778,0.46865545335210607,433.9740389217966
P00376,0.48656149682071453,0.5630626946801225,0.45667989846069135,421.06971553970226
P00341,0.7616655510899926,0.6190125742084226,0.4724464816824489,409.80601452412964
P00572,0.6465223056555774,0.5294457524772951,0.5336998800571371,405.8525021018725
P00742,0.7903849448203764,0.6767117376409305,0.46224355951580526,405.2209619289057
P00051,0.7770824752119292,0.6316082117260733,0.46122137790765716,410.22591076476766
P00542,0.7150926170010252,0.5246957874843992,0.37055155001673695,441.49458531673787
P00141,0.5105930176266892,0.5532119538474078,0.4675402634442018,417.11672576632463
P00182,0.7257427152163118,0.4980044486968751,0.51903722212399,410.90495230283756
P00218,0.8160179876231994,0.6372834194309671,0.506584865230502,398.42484227919584
P00443,0.5277482644232253,0.5718617400184861,0.5141069925444017,403.81998842745173
P00317,0.8155017175484043,0.4050113531237591,0.4730361550550971,430.31447998941303
P00617,0.6026408564335638,0.38051350783629145,0.5496374803355725,414.91864847574294
P00774,0.7575202058077765,0.518254249694306,0.32212634538665075,449.16782299686514
P00102,0.5924777568287504,0.4051084818942079,0.5272232499194329,416.3124230977098
P00333,0.6576257114085411,0.4948416101858688,0.3320312707510327,448.9066430701169
P00092,0.7008227353469331,0.6540004909543802,0.3558375589133046,426.33706792939245
P00534,0.7902206219049699,0.5826080110454485,0.3273838231744789,438.32021092391255
P00410,0.637932457365488,0.6868189295347974,0.5166966427000012,383.94367110503384
P00783,0.6361384217382829,0.4906530138334499,0.36382439364122726,438.5430545415346
